run_id,k,steps,batch_size,alpha_W,alpha_H,beta,method,inner_W,inner_H,seed,img_size,final_loss,val_rmse_final,test_rmse,train_images,val_images,test_images,elapsed_s,timestamp
20260503_183041,100,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.276276,0.226092,0.225846,182.7,2026-05-03T18:33:44.293248
20260503_183846,150,500,2048,mult,0.001,0.001,0.9,1,100,42,0.0,0.0,scaled,False,10.0,15,10,64x64,200000,12.896873,0.128244,0.128638,140000,40000,500,0,711.6,2026-05-03T18:50:37.949897
20260503_194245,100,200,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,138.463211,0.214931,0.214887,288.0,2026-05-03T19:47:33.011161
20260503_194820,100,150,1024,gd,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,171.243698,0.238093,0.236441,152.9,2026-05-03T19:50:53.920252
20260503_195103,100,150,1024,momentum,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.428772,0.22764,0.227274,147.3,2026-05-03T19:53:31.237819
20260503_195514,100,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.276276,0.226092,0.225846,178.3,2026-05-03T19:58:12.729628
20260503_200015,25,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,143.395782,0.232623,0.231845,206.8,2026-05-03T20:03:42.419475
20260503_202251,50,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.626816,0.230556,0.229954,188.9,2026-05-03T20:26:00.251331
20260503_202733,100,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,138.184799,0.230475,0.229906,204.6,2026-05-03T20:30:58.018454
20260503_203210,150,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,136.963074,0.229355,0.228865,194.0,2026-05-03T20:35:24.800080
20260503_203640,200,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,134.594299,0.228733,0.228269,208.0,2026-05-03T20:40:08.598233
